,ticker,date,title,provider,neg,neu,pos,compound
808,TSLA,2016-10-26,Tesla  TSLA  Cruises To Positive Q3 Earnings  Plus GRPN  BWLD,Zacks Investment Research,0.0,0.714,0.286,0.5574
809,TSLA,2016-10-26,Clouds gather in rooftop solar s biggest U S  market,Reuters,0.0,1.0,0.0,0.0
810,TSLA,2016-10-26,Is The End Near For Tesla ,Estimize,0.0,1.0,0.0,0.0
811,TSLA,2016-10-26,Biggest Q3 Earnings Day Of The Quarter  TWTR  F  DOW  AET  BX,Zacks Investment Research,0.0,1.0,0.0,0.0
812,TSLA,2016-10-26,Tesla Posts Huge Q3 Profit  Investors Rejoice  Stock Spikes 6 ,Zacks Investment Research,0.0,0.426,0.574,0.7964
813,TSLA,2016-10-27,10 things you need to know before the opening bell ,Business Insider,0.0,1.0,0.0,0.0
814,TSLA,2016-10-27,Weekly Comic  Elon Musk continues to wow Tesla investors after impressive Q3 earnings,Investing.com,0.0,0.608,0.392,0.7964
815,TSLA,2016-10-27,Ford  GM pitch new strategies  Wall Street snubs them,Reuters,0.279,0.721,0.0,-0.4767
816,TSLA,2016-10-27,Top 5 things to watch today ,Investing.com,0.0,0.69,0.31,0.2023
817,TSLA,2016-10-27,Top 5 Things to Know in the Market on Thursday,Investing.com,0.0,0.816,0.184,0.2023
818,TSLA,2016-10-27,Here s Why Tesla s Q3 Report Wasn t As Good As You Might Think,Clement Thibault/Investing.com ,0.0,0.791,0.209,0.4404
819,TSLA,2016-10-27,Tesla  The People Vs Uber ,Zacks Investment Research,0.0,1.0,0.0,0.0
820,TSLA,2016-10-27,Tesla up on surprise profit  reassurance on capital plans,Reuters,0.0,0.444,0.556,0.7579
821,TSLA,2016-10-27,U S  stock futures flat with earnings and data in focus,Investing.com,0.0,1.0,0.0,0.0
822,TSLA,2016-10-27,Toyota takes a stake in GetAround,Seeking Alpha,0.0,1.0,0.0,0.0
823,TSLA,2016-10-28,Stocks Edge Lower On Mixed Data,Marvin Clark,0.306,0.694,0.0,-0.296
824,TSLA,2016-10-28,Comma ai drops self driving device after warning from U S  regulators,Reuters,0.211,0.789,0.0,-0.34
825,TSLA,2016-10-29,Tesla s Musk adds solar roofs to his clean energy vision,Reuters,0.0,0.507,0.493,0.7003
826,TSLA,2016-10-30,Warming to lithium ion  Toyota charges up its battery options,Reuters,0.179,0.684,0.137,-0.128
827,TSLA,2016-10-31,Top Analyst Reports For UPS  MasterCard   Chubb,Zacks Investment Research,0.0,0.769,0.231,0.2023
828,TSLA,2016-10-31,Tesla s New Solar Roof Shingles Remind Us Of Its Future In Energy,Zacks Investment Research,0.0,0.84,0.16,0.2732
829,TSLA,2016-11-01,Panasonic shares plunge after heavy spending causes weaker outlook,Reuters,0.24,0.579,0.182,-0.1779
830,TSLA,2016-11-01,Breakdown Alert  Tesla Cracks Support  Will Collapse To  140 Target,Verified Investing,0.212,0.464,0.325,0.1779
831,TSLA,2016-11-01,Tesla says SolarCity would add  1 billion to 2017 revenue,Reuters,0.0,1.0,0.0,0.0
832,TSLA,2016-11-02,Tesla obliged to pay  1 7 billion to Panasonic for gigafactory cells,Reuters,0.135,0.865,0.0,-0.1027
833,TSLA,2016-11-02,Tesla Motors Inc  Solarcity Corp To Provide  1B In Revenue In 2017,ValueWalk,0.0,1.0,0.0,0.0
834,TSLA,2016-11-03,The Zacks Analyst Blog Highlights  Ford Motor  Honda Motor  Tesla Motors And General Motors,Zacks Investment Research,0.0,1.0,0.0,0.0
835,TSLA,2016-11-04,Tesla Motors  SolarCity deal gets a boost from shareholder advisory firm,Reuters,0.0,0.769,0.231,0.4019
836,TSLA,2016-11-04,The Zacks Stocks In The News Blog Highlights  Tesla  General Electric  Baker Hughes  Amazon  Fitbit,Zacks Investment Research,0.0,0.892,0.108,0.1779
837,TSLA,2016-11-05,GM cautiously ramps up Bolt electric car production,Reuters,0.0,1.0,0.0,0.0
838,TSLA,2016-11-06,Will Market Declines Continue Or Even Accelerate This Week ,Dr. Duke,0.0,1.0,0.0,0.0
839,TSLA,2016-11-06,Exclusive  Singulato is China s latest e car newcomer to rev up with big fundraising,Reuters,0.0,0.889,0.111,0.128
840,TSLA,2016-11-07,Tesla To End Free Supercharging Program For New Buyers,Zacks Investment Research,0.0,0.708,0.292,0.5106
841,TSLA,2016-11-08,Here s Why Tesla Just Bought A German Engineering Firm,Zacks Investment Research,0.0,1.0,0.0,0.0
842,TSLA,2016-11-08,Tesla Motors acquires German engineering firm,Seeking Alpha,0.0,1.0,0.0,0.0
843,TSLA,2016-11-08,Tesla buys Germany s Grohmann Engineering to help ramp up electric car production,Reuters,0.0,0.803,0.197,0.4019
844,TSLA,2016-11-08,Factbox  Clean energy faces vote in four state ballot initiatives,Reuters,0.0,0.625,0.375,0.5859
845,TSLA,2016-11-09,Next chapter for Tesla Motors likely to include less help from DC,Seeking Alpha,0.0,0.82,0.18,0.3415
846,TSLA,2016-11-09,SolarCity Corp Reports Earnings But Tesla Merger In Focus,ValueWalk,0.0,1.0,0.0,0.0
847,TSLA,2016-11-09,Investors Should Sell TSLA Immediately,Verified Investing,0.0,1.0,0.0,0.0
848,TSLA,2016-11-09,SolarCity  SCTY   What Awaits The Stock In Q3 Earnings ,Zacks Investment Research,0.0,0.86,0.14,0.0772
849,TSLA,2016-11-10,Solar Stocks  SCTY  SPWR  Slump On Earnings  Trump Victory,Zacks Investment Research,0.0,1.0,0.0,0.0
850,TSLA,2016-11-10,The Zacks Analyst Blog Highlights  SolarCity  SunPower  Guggenheim Solar ETF  Vaneck Vectors Solar ETF And Tesla Motors,Zacks Investment Research,0.0,1.0,0.0,0.0
851,TSLA,2016-11-10,Experts concerned by SpaceX plan to fuel rockets with people aboard,Reuters,0.0,0.901,0.099,0.0258
852,TSLA,2016-11-11,Hyperloop One preparing new funding round,Reuters,0.0,1.0,0.0,0.0
853,TSLA,2016-11-11,Morgan Stanley s Adam Jonas discouraged on Tesla s post election outlook,Seeking Alpha,0.231,0.769,0.0,-0.4019
854,TSLA,2016-11-11,Why You Should Be Watching Lithium And A Company Worth Keeping An Eye On,Samuel Rae,0.0,0.863,0.137,0.2263
855,TSLA,2016-11-14,Tesla And SolarCity  A Merger Of 2 Greentech Giants,Investment U,0.0,1.0,0.0,0.0
856,TSLA,2016-11-15,Electric Jaguar SUV highlights auto industry s cross currents,Reuters,0.0,1.0,0.0,0.0
857,TSLA,2016-11-16,Solar stocks cut to Sell at Axiom  citing Trump s negative impact,Seeking Alpha,0.392,0.608,0.0,-0.7003
858,TSLA,2016-11-17,Tesla shareholders approve acquisition of SolarCity,Reuters,0.0,1.0,0.0,0.0
859,TSLA,2016-11-17,Tesla shareholders approve SolarCity merger,Seeking Alpha,0.0,1.0,0.0,0.0
860,TSLA,2016-11-17,Toyota sharpens focus on electric cars through new in house unit,Reuters,0.0,1.0,0.0,0.0
861,TSLA,2016-11-17,Tesla shareholders consider SolarCity deal,Seeking Alpha,0.0,1.0,0.0,0.0
862,TSLA,2016-11-17,Carmakers show their caution on electric cars at Los Angeles Auto Show,Reuters,0.0,1.0,0.0,0.0
863,TSLA,2016-11-17,SpaceX aiming to return to flight next month  CEO Musk,Reuters,0.0,1.0,0.0,0.0
864,TSLA,2016-11-17,Advanced Micro Scales New Highs  Clinches Deal With Google,Zacks Investment Research,0.0,0.8,0.2,0.25
865,TSLA,2016-11-17,Tesla s Musk closes SolarCity deal  more challenges lie ahead,Reuters,0.0,0.834,0.166,0.1513
866,TSLA,2016-11-18,Intel To Invest  250M In Self Driving Technology For Cars,Zacks Investment Research,0.0,1.0,0.0,0.0
867,TSLA,2016-11-18,Market Update   18 11 2016,AvaTrade,0.0,1.0,0.0,0.0
868,TSLA,2016-11-18,It s Official  Tesla SolarCity Merger Approved By Shareholders,Zacks Investment Research,0.0,0.714,0.286,0.4215
869,TSLA,2016-11-18,USD Reaches Its Highest Level In Almost 14 Years  Trading At Over 101 4,Marvin Clark,0.0,0.909,0.091,0.0516
870,TSLA,2016-11-18,Investors keep the faith on Tesla Motors,Seeking Alpha,0.0,0.682,0.318,0.4215
871,TSLA,2016-11-18,Tesla gets Sell rating at UBS on SolarCity deal  other challenges ahead,Seeking Alpha,0.0,0.894,0.106,0.0772
872,TSLA,2016-11-20,Tesla solar roof will cost less than regular one,Seeking Alpha,0.0,1.0,0.0,0.0
873,TSLA,2016-11-20,Saudis Optimistic A Long Term OPEC Output Deal Is Close,MetalMiner,0.0,0.777,0.223,0.3182
874,TSLA,2016-11-21,What Makes NVIDIA  NVDA  One Of The Best Tech Stocks,Zacks Investment Research,0.0,0.682,0.318,0.6369
875,TSLA,2016-11-23,Infineon lifts profitability target on car sector hopes,Reuters,0.0,0.55,0.45,0.5994
876,TSLA,2016-11-23,China says terrorism  fake news impel greater global internet curbs,Reuters,0.448,0.407,0.145,-0.7351
877,TSLA,2016-11-24,Toyota works to develop advanced electric car battery,Reuters,0.0,0.778,0.222,0.25
878,TSLA,2016-11-25,Daimler to invest  11 billion in electronic vehicles  paper,Reuters,0.0,1.0,0.0,0.0
879,TSLA,2016-11-27,Porsche targets 20 000 electric car sales a year  Automobilwoche,Reuters,0.0,1.0,0.0,0.0
880,TSLA,2016-11-28,U S  letter reveals details of GM self driving vehicle system,Reuters,0.0,1.0,0.0,0.0
881,TSLA,2016-11-29,Ford   Other Automakers To Form European Charging Network,Zacks Investment Research,0.0,1.0,0.0,0.0
882,TSLA,2016-11-29,Automakers fund European electric car charging sites to boost demand,Reuters,0.123,0.656,0.221,0.296
883,TSLA,2016-11-29,Top automakers fund charging sites to boost electric car demand,Reuters,0.115,0.538,0.346,0.4588
884,TSLA,2016-11-30,Why GM Is Willing To Lose 9K On Each Green Vehicle Sold,Zacks Investment Research,0.197,0.803,0.0,-0.4019
885,TSLA,2016-11-30,The Zacks Analyst Blog Highlights  Ford Motor  BMW AG  Daimler AG  Volkswagen AG And Tesla Motors,Zacks Investment Research,0.0,1.0,0.0,0.0
886,TSLA,2016-11-30,Toyota chief shifts gear  to boost electric vehicle division,Reuters,0.0,0.748,0.252,0.4019
887,TSLA,2016-12-01,SpaceX aims for December 16 return to flight  customer Iridium says,Reuters,0.0,1.0,0.0,0.0
888,TSLA,2016-12-05,Why Is It Worth Paying A Premium For NVIDIA Corp  Stock ,Zacks Investment Research,0.0,0.826,0.174,0.2263
889,TSLA,2016-12-05,Panasonic may buy ZKW to accelerate push into auto electronics  source,Reuters,0.0,1.0,0.0,0.0
890,TSLA,2016-12-06,Draghi Put,Marvin Clark,0.0,1.0,0.0,0.0
891,TSLA,2016-12-07,Musk s SpaceX says rockets to remain grounded until January,Reuters,0.0,1.0,0.0,0.0
892,TSLA,2016-12-08,Tesla Stock  Don t Get Too Happy,Modest Money,0.0,0.575,0.425,0.5719
893,TSLA,2016-12-12,Tesla settles Norway lawsuit over car s performance,Reuters,0.241,0.759,0.0,-0.2263
894,TSLA,2016-12-12,Ford Outperforms Tesla As Solar Car Maker Continues To Struggle,Guy Manno,0.204,0.796,0.0,-0.3182
895,TSLA,2016-12-13,GM delivers its first Bolt electric car in Tesla s backyard,Reuters,0.0,1.0,0.0,0.0
896,TSLA,2016-12-13,Don t Short These 5 Stocks,Estimize,0.0,1.0,0.0,0.0
897,TSLA,2016-12-14,Uber  SpaceX Tesla  and PepsiCo execs join Trump business council,Reuters,0.0,0.804,0.196,0.296
898,TSLA,2016-12-15,Musk Joins Trump  An Advantage For Tesla ,FSM News,0.0,0.75,0.25,0.25
899,TSLA,2016-12-15,Opening Bell  Hawkish Fed Pushes USD Higher But Equities Fall,Investing.com,0.0,1.0,0.0,0.0
900,TSLA,2016-12-15,Uber launches self driving car fleet in San Francisco despite warning from regulator,Reuters,0.0,0.855,0.145,0.2584
901,TSLA,2016-12-16,Uber fires back at California DMV in self driving car spat,Reuters,0.0,1.0,0.0,0.0
902,TSLA,2016-12-20,Elon Musk to Start Tunnel Company Called  The Boring Company ,Jesse Boskoff,0.204,0.796,0.0,-0.3182
903,TSLA,2016-12-22,Uber removes self driving cars from San Francisco roads,Reuters,0.0,1.0,0.0,0.0
904,TSLA,2016-12-22,Watchmaker Swatch goes into car batteries as investors question strategy,Reuters,0.0,1.0,0.0,0.0
905,TSLA,2016-12-22,Norway aims to allow testing of self driving cars in 2017,Reuters,0.0,0.84,0.16,0.2263
906,TSLA,2016-12-23,Tesla Announces 2017 Plans,FSM News,0.0,1.0,0.0,0.0
907,TSLA,2016-12-25,Power surge  Chinese electric car battery maker charges for global market,Reuters,0.174,0.826,0.0,-0.2732
908,TSLA,2016-12-25,SPX  Caution Emerges As Trump Rally Leans On Santa Claus Effect,Dr. Duru,0.0,1.0,0.0,0.0
909,TSLA,2016-12-27,Panasonic to invest over  256 million in Tesla s U S  plant for solar cells,Reuters,0.0,1.0,0.0,0.0
910,TSLA,2016-12-27,This Week s Bullish And Bearish Technical Reversals ,"Guy S. Ortmann, CMT",0.0,1.0,0.0,0.0
911,TSLA,2016-12-29,These Resource Sectors Will Soar In 2017,The Gold Report,0.0,1.0,0.0,0.0
912,TSLA,2016-12-29,Caution Confirmed   S P 500 Ends Feeble Overbought Period,Dr. Duru,0.268,0.732,0.0,-0.296
913,TSLA,2016-12-30,Tesla owner files lawsuit in California claiming sudden acceleration,Reuters,0.192,0.808,0.0,-0.2263
914,TSLA,2017-01-01,Here s What I m Thinking About Asset Allocation In 2017,Brian Gilmartin,0.0,0.737,0.263,0.3612
915,TSLA,2017-01-01,Tesla owner files lawsuit in California claiming sudden acceleration,Reuters,0.192,0.808,0.0,-0.2263
916,TSLA,2017-01-02,SpaceX aims for Jan  8 return to flight with Falcon rocket,Reuters,0.0,1.0,0.0,0.0
917,TSLA,2017-01-03,Ford cancels plan for  1 6 billion plant in Mexico after Trump criticism,Reuters,0.348,0.652,0.0,-0.5859
918,TSLA,2017-01-03,Tesla posts 9 4 percent fall in quarterly deliveries,Reuters,0.0,1.0,0.0,0.0
919,TSLA,2017-01-04,Watch These 5 Stocks,Estimize,0.0,1.0,0.0,0.0
920,TSLA,2017-01-04,Market Update   04 01 2017,AvaTrade,0.0,1.0,0.0,0.0
921,TSLA,2017-01-04,S P 500 Makes Another Tentative Return To Overbought Conditions,Dr. Duru,0.0,1.0,0.0,0.0
922,TSLA,2017-01-04,Tesla starts battery cell production at gigafactory,Reuters,0.0,1.0,0.0,0.0
923,TSLA,2017-01-05,GM  December Sales Top Views,FSM News,0.0,0.69,0.31,0.2023
924,TSLA,2017-01-05,Tesla Gigafactory Begins Production,FSM News,0.0,1.0,0.0,0.0
925,TSLA,2017-01-05,Market Update   05 01 2017,AvaTrade,0.0,1.0,0.0,0.0
926,TSLA,2017-01-06,Is The Correction In Precious Metals And Rare Earth Stocks Over ,Jeb Handwerger,0.0,0.73,0.27,0.5719
927,TSLA,2017-01-06,Prediction  2017 s Hottest Sectors,Crowdability,0.0,1.0,0.0,0.0
928,TSLA,2017-01-06,FAA grants SpaceX license to resume rocket launches on Monday,Reuters,0.0,0.826,0.174,0.2263
929,TSLA,2017-01-08,A Few Points About Projected Long Term Energy Use ,Simon Lack,0.0,0.769,0.231,0.2732
930,TSLA,2017-01-09,Two faces of GM  Electric for the city  trucks for the heartland,Reuters,0.0,1.0,0.0,0.0
931,TSLA,2017-01-11,European carmakers hope to catch Tesla with faster e car chargers,Reuters,0.0,0.756,0.244,0.4404
932,TSLA,2017-01-12,Sentiment Slides For Nike  Fitbit And Tesla,Estimize,0.0,1.0,0.0,0.0
933,TSLA,2017-01-12,5 Stocks To Help Beat Earnings Season Blues,Estimize,0.0,0.69,0.31,0.4019
934,TSLA,2017-01-18,Cheaper Chinese electric vehicles for export to U S   ,Investing.com,0.0,1.0,0.0,0.0
935,TSLA,2017-01-19,Panasonic aims to move Tesla auto partnership beyond batteries  CEO,Reuters,0.0,1.0,0.0,0.0
936,TSLA,2017-01-19,Tesla s biggest bull on Wall Street is running again and shares are jumping,Business Insider,0.0,0.845,0.155,0.296
937,TSLA,2017-01-19,U S  regulator finds no evidence of defects after Tesla death probe,Reuters,0.557,0.443,0.0,-0.8316
938,TSLA,2017-01-20,Asian shares mixed after China GDP with sentiment steady ahead of Trump,Investing.com,0.0,0.833,0.167,0.296
939,TSLA,2017-01-23,Tesla Stock Continues Strong 2017 Rally,FSM News,0.0,0.602,0.398,0.5106
940,TSLA,2017-01-23,U S  stocks drop as Trump repeats campaign promises,Investing.com,0.216,0.515,0.268,0.128
941,TSLA,2017-01-23,Trump pulls U S  out of Pacific trade deal  loosening Asia ties,Reuters,0.0,1.0,0.0,0.0
942,TSLA,2017-01-25,5 Things To Watch When The  Big Three  Automakers Report Earnings,Clement Thibault/Investing.com ,0.0,1.0,0.0,0.0
943,TSLA,2017-01-25,German battery maker Solarwatt expects 40 percent sales growth in 2017,Reuters,0.0,0.794,0.206,0.3818
944,TSLA,2017-01-25,Elon Musk On Trump  Potential Fan Revolt,FSM News,0.0,0.723,0.277,0.3182
945,TSLA,2017-01-26,Tesla confirms it canceled order with German supplier SHW,Reuters,0.0,1.0,0.0,0.0
946,TSLA,2017-01-26,Ford is comfortable with the number of factories it has in the US,Business Insider,0.0,0.705,0.295,0.5574
947,TSLA,2017-01-26,Tesla sues ex Autopilot head over recruiting Tesla engineers for new gig,Reuters,0.0,1.0,0.0,0.0
948,TSLA,2017-02-01,China backed electric vehicle startup Faraday scales back U S  plans,Reuters,0.0,0.879,0.121,0.0258
949,TSLA,2017-02-01,Tesla drops  Motors  from name as CEO Musk looks beyond cars,Reuters,0.0,1.0,0.0,0.0
950,TSLA,2017-02-02,Autos to fuel Infineon profit growth in 2017,Reuters,0.0,0.522,0.478,0.6705
951,TSLA,2017-02-03,U S  business leaders express concerns to Trump about travel ban,Reuters,0.31,0.69,0.0,-0.5574
952,TSLA,2017-02-06,Elon Musk s Tesla and SpaceX oppose Trump immigration order,Reuters,0.0,1.0,0.0,0.0
953,TSLA,2017-02-08,Tesla may launch in India this summer  Musk,Reuters,0.0,1.0,0.0,0.0
954,TSLA,2017-02-08,UK plans to remove insurance barriers for self driving cars,Reuters,0.0,1.0,0.0,0.0
955,TSLA,2017-02-08,Exclusive  Tesla pausing factory for Model 3 preparation this month,Reuters,0.0,0.842,0.158,0.128
956,TSLA,2017-02-10,UAW says it will greet Tesla workers with  open arms ,Reuters,0.0,0.796,0.204,0.3182
957,TSLA,2017-02-15,Toyota sees plug in hybrids catching on faster than conventional hybrids,Reuters,0.0,1.0,0.0,0.0
958,TSLA,2017-02-16,Tesla Inc Stock Cools As First Earnings Report With Solarcity Corp Nears,ValueWalk,0.0,1.0,0.0,0.0
959,TSLA,2017-02-16,Auto union president  Organizing at Tesla depends on workers,Reuters,0.0,1.0,0.0,0.0
960,TSLA,2017-02-17,Toppy Tesla Comes To A Screeching Halt,Dr. Duru,0.0,1.0,0.0,0.0
961,TSLA,2017-02-19,The Week Ahead  5 Things to Watch on the Economic Calendar,Investing.com,0.0,1.0,0.0,0.0
962,TSLA,2017-02-21,5 Stocks To Watch This Week  M  WMT  HD  TSLA  FL,Estimize,0.0,1.0,0.0,0.0
963,TSLA,2017-02-21,DTC Acquires 200 Tesla Electric Vehicles,Trade12,0.0,1.0,0.0,0.0
964,TSLA,2017-02-21,Historic Cape Canaveral launchpad returns to action with SpaceX,Reuters,0.0,1.0,0.0,0.0
965,TSLA,2017-02-22, Tesla shares surge 3  in extended trade despite Q4 earnings miss,Investing.com,0.0,0.687,0.313,0.3907
966,TSLA,2017-02-22,Tesla down ahead of first quarterly report to include SolarCity,Reuters,0.0,1.0,0.0,0.0
967,TSLA,2017-02-22,Wall St edges lower as Fed minutes await ,Investing.com,0.229,0.625,0.146,-0.2023
968,TSLA,2017-02-22,VW looks to east Germany in switch to electric cars,Reuters,0.0,1.0,0.0,0.0
969,TSLA,2017-02-22,Tesla reports as share price soars higher ,Investing.com,0.0,0.732,0.268,0.296
970,TSLA,2017-02-22,Wall St  points to lower open as investors eye Fed minutes,Investing.com,0.18,0.82,0.0,-0.296
971,TSLA,2017-02-22,Tesla says Model 3 on track for volume production by September,Reuters,0.0,1.0,0.0,0.0
972,TSLA,2017-02-22,5 Stocks To Watch After The Market Closes Today,Estimize,0.0,1.0,0.0,0.0
973,TSLA,2017-02-22,3 Reasons Why Tesla Shares Keep Pushing Higher,Clement Thibault/Investing.com ,0.0,0.732,0.268,0.296
974,TSLA,2017-02-23,Alphabet s self driving car unit sues Uber with trade theft charge,Reuters,0.0,1.0,0.0,0.0
975,TSLA,2017-02-23,Asian markets weaker as Mnuchin views on trade  taxes lack detail,Investing.com,0.366,0.634,0.0,-0.6369
976,TSLA,2017-02-23,Wall Street closes mixed  Dow makes it 10,Investing.com,0.0,1.0,0.0,0.0
977,TSLA,2017-02-23,Wall St mixed amid oil rally  tax reform agenda ,Investing.com,0.0,1.0,0.0,0.0
978,TSLA,2017-02-23,U S  futures remain flat  Treasury Secretary offers no details on taxes,Investing.com,0.183,0.667,0.15,-0.1027
979,TSLA,2017-02-23,U S  stock index futures flat as Fed minutes digested ,Investing.com,0.0,1.0,0.0,0.0
980,TSLA,2017-02-23,iFOREX Daily Analysis   February 23  2017,iFOREX,0.0,1.0,0.0,0.0
981,TSLA,2017-02-23,Tesla Shares Up On Revenue Report,Trade12,0.0,0.694,0.306,0.296
982,TSLA,2017-02-23,Economic Calendar And Watch List  February 23rd  2017,Warrior Trading,0.0,1.0,0.0,0.0
983,TSLA,2017-02-23,Asian shares weaker on caution of March Fed rate hike,Investing.com,0.221,0.611,0.168,-0.1779
984,TSLA,2017-02-25,Alphabet s self driving car unit sues Uber with trade theft charge,Reuters,0.0,1.0,0.0,0.0
985,TSLA,2017-02-26,Trump administration re evaluating self driving car guidance,Reuters,0.0,1.0,0.0,0.0
986,TSLA,2017-02-26,Markets Rally To The Finish,Marvin Clark,0.0,1.0,0.0,0.0
987,TSLA,2017-02-27,Here s Why Tesla  TSLA  Is Tumbling Today,Zacks Investment Research,0.0,1.0,0.0,0.0
988,TSLA,2017-02-27,Tesla plunges another 5 percent on fears of Model 3 delays,Reuters,0.259,0.741,0.0,-0.4215
989,TSLA,2017-02-27,Warren Buffett And Solar Energy,ValueWalk,0.0,0.656,0.344,0.2732
990,TSLA,2017-02-27,Wall Street closes higher  Dow keeps win streak alive,Investing.com,0.0,0.522,0.478,0.7506
991,TSLA,2017-02-27,Tesla tumbles 5  after Goldman Sachs downgrade,Investing.com,0.0,1.0,0.0,0.0
992,TSLA,2017-02-27,SpaceX to send first paying tourists around moon next year,Reuters,0.0,1.0,0.0,0.0
993,TSLA,2017-02-27,Tesla  End Of The Trend ,Adam Grimes,0.0,1.0,0.0,0.0
994,TSLA,2017-02-28,The S P 500 Coiled In Anticipation ,Dr. Duru,0.0,0.741,0.259,0.1027
995,TSLA,2017-02-28,Tesla Downturn Number 3,Tim Knight,0.0,0.606,0.394,0.0772
996,TSLA,2017-02-28,Starsky Robotics sees  last mile  solution for driverless trucks,Reuters,0.0,0.777,0.223,0.3182
997,TSLA,2017-03-01,Tesla s SolarCity cut 20 percent of staff in 2016,Reuters,0.208,0.792,0.0,-0.2732
998,TSLA,2017-03-02,Market Update   02 03 2017,AvaTrade,0.0,1.0,0.0,0.0
999,TSLA,2017-03-02,Uber says to seek permit to restart self driving pilot in California,Reuters,0.0,1.0,0.0,0.0
1000,TSLA,2017-03-03,An S P 500 Attitude Adjustment And A SNAP Judgement,Dr. Duru,0.0,1.0,0.0,0.0
1001,TSLA,2017-03-06,Tesla Stock To Go Up On Upcoming Plans,Trade12,0.0,1.0,0.0,0.0
1002,TSLA,2017-03-07,Ex Tesla manager seeks  4 billion for Europe s biggest battery plant,Reuters,0.0,1.0,0.0,0.0
1003,TSLA,2017-03-07,Renewables MMI  California Utilities Try to Shift To Solar Storage,MetalMiner,0.0,1.0,0.0,0.0
1004,TSLA,2017-03-08,CIA  mission  on cars shows concern about next generation vehicles,Reuters,0.0,1.0,0.0,0.0
1005,TSLA,2017-03-08,Highlights  The Trump presidency on March 8 at 1 45 P M  EST,Reuters,0.0,1.0,0.0,0.0
1006,TSLA,2017-03-08,Trump talks infrastructure with Musk  developers,Reuters,0.0,1.0,0.0,0.0
1007,TSLA,2017-03-08,Uber works to mend relationship with regulators,Reuters,0.0,1.0,0.0,0.0
1008,TSLA,2017-03-10,California paves way to self driving car tests without humans,Reuters,0.0,1.0,0.0,0.0
1009,TSLA,2017-03-10,Tesla s Musk offers to fix South Australia s power crisis in 100 days,Reuters,0.272,0.728,0.0,-0.6249
1010,TSLA,2017-03-11,Tesla s Musk discusses energy proposal with South Australian government,Reuters,0.0,0.792,0.208,0.2732
1011,TSLA,2017-03-13,What Is Going On With Tesla ,FSM News,0.0,1.0,0.0,0.0
1012,TSLA,2017-03-13,Dow To Go Higher On Trump s Infrastructure Plan,Trade12,0.0,1.0,0.0,0.0
1013,TSLA,2017-03-14,Musk To Fix SA Energy Issues With Tesla Battery,Trade12,0.0,0.792,0.208,0.2732
1014,TSLA,2017-03-14,Musk To Fix SA Energy Issues With Tesla Battery,Trade12,0.0,0.792,0.208,0.2732
1015,TSLA,2017-03-15,CEO of Australia s Atlassian says he ll meet seven day Tesla batteries deadline,Reuters,0.0,1.0,0.0,0.0
1016,TSLA,2017-03-15,Tesla to raise about  1 15 billion in stock  notes  Musk to buy shares,Reuters,0.0,0.845,0.155,0.296
1017,TSLA,2017-03-16,U S  stocks undergo post Fed profit taking amid slew of data,Investing.com,0.0,0.756,0.244,0.4404
1018,TSLA,2017-03-16,Google Lauds Next Gen Battery,Trade12,0.0,1.0,0.0,0.0
1019,TSLA,2017-03-16,Economic Calendar And Watch List March 16th  2017,Warrior Trading,0.0,1.0,0.0,0.0
1020,TSLA,2017-03-16,Trump budget plan would scrap energy grants  auto loan program,Reuters,0.0,0.667,0.333,0.4588
1021,TSLA,2017-03-17,Tesla raises  1 2 billion  20 percent more than planned,Reuters,0.0,1.0,0.0,0.0
1022,TSLA,2017-03-17,Exclusive  China s LeEco  Tesla wannabe  to sell Silicon Valley site amid cash crunch   sources,Reuters,0.0,0.897,0.103,0.128
1023,TSLA,2017-03-17,Tesla In Need Of More Capital   Again,Avory & Co.,0.0,1.0,0.0,0.0
1024,TSLA,2017-03-21,Even As Market Momentum Slows  Investor Flows Into ETFs Accelerate,Blaine Rollins,0.0,1.0,0.0,0.0
1025,TSLA,2017-03-24,Infineon raises 2017 outlook on stronger automotive orders,Reuters,0.0,0.729,0.271,0.3818
1026,TSLA,2017-03-24,Tesla to take orders for solar roof tiles starting April,Reuters,0.0,1.0,0.0,0.0
1027,TSLA,2017-03-24,Germany increases electric car charging points 27 percent in 2016,Reuters,0.0,1.0,0.0,0.0
1028,TSLA,2017-03-25,Lithium Suppliers Can t Keep Up With Skyrocketing Demand,Frank Holmes,0.176,0.824,0.0,-0.128
1029,TSLA,2017-03-27,Elon Musk s new co could allow uploading  downloading thoughts  Wall Street Journal,Reuters,0.0,0.853,0.147,0.2263
1030,TSLA,2017-03-28,U S  stocks close higher  Dow bags 150 points ,Investing.com,0.0,1.0,0.0,0.0
1031,TSLA,2017-03-28,Black Tesla worker says he faced racist taunts  violent threats,Reuters,0.605,0.395,0.0,-0.8934
1032,TSLA,2017-03-28,U S  stocks breaks losing streak on confidence data  Yellen on tap,Investing.com,0.187,0.576,0.237,0.1779
1033,TSLA,2017-03-28,Dow up triple digits  Tesla surges 3  higher ,Investing.com,0.0,1.0,0.0,0.0
1034,TSLA,2017-03-28,Tesla up nearly 3  after Tencent make  1 78 billion investment,Investing.com,0.0,1.0,0.0,0.0
1035,TSLA,2017-03-28,Tesla deal boosts Chinese presence in U S  auto tech,Reuters,0.0,0.753,0.247,0.3182
